claim_id,product_id,product_category,product_brand,product_model,product_serial,purchase_date,purchase_price,retailer,invoice_number,warranty_start_date,warranty_expiry_date,warranty_duration_months,product_age_days,remaining_warranty_days,is_extended_warranty,fault_occurrence_date,fault_category,fault_description,damage_type,has_receipt,has_warranty_card,has_damage_photo,has_serial_photo,has_repair_report,missing_document_count,serial_number_match,previous_repairs_count,unauthorized_repair_flag,claim_date_conflict_flag,claim_class
CLM-00164,PRD-00164,Consumer Electronics,ApexTech,QuantumBook Ultra 15,SN-APE-1107102,2026-01-10,1147.5,Official Brand Store,INV-2024-18908,2026-01-10,2027-12-31,24,253,467,1,2026-09-02,Speaker malfunction,Reported genuine hardware failure: Speaker malfunction under regular domestic usage.,Hardware Defect,1,1,1,1,0,0,1,1,0,0,Valid Claim
CLM-00320,PRD-00320,Industrial & Automotive Tools,ApexIndustrial,TitanPressure 3000PSI Commercial,SN-APE-9113963,2023-12-08,1034.46,National Appliance Depot,INV-2025-99337,2023-12-08,2027-11-17,48,1017,423,1,2026-09-15,Gearbox seizure,Reported genuine hardware failure: Gearbox seizure under regular domestic usage.,Hardware Defect,1,1,1,1,1,0,1,1,0,0,Valid Claim
CLM-01472,PRD-01472,Industrial & Automotive Tools,TorqueMaster,TitanPressure 3000PSI Commercial,SN-TOR-1244425,2026-07-05,320.78,Industrial Supply Direct,INV-2025-11667,2026-07-05,2029-06-19,36,77,1003,1,2026-09-13,Chuck bearing breakdown,Claim submitted without primary proof of purchase receipt. Customer submitted affidavit instead.,Incomplete Documentation,0,1,1,0,0,2,1,0,0,0,Manual Review
CLM-00198,PRD-00198,Consumer Electronics,QuantumCompute,ApexBook Pro 16,SN-QUA-8659103,2024-03-09,200.55,Industrial Supply Direct,INV-2024-27290,2024-03-09,2027-02-22,36,925,155,1,2026-09-10,Screen flickering,Reported genuine hardware failure: Screen flickering under regular domestic usage.,Hardware Defect,1,1,1,1,0,0,1,0,0,0,Valid Claim
CLM-00653,PRD-00653,Consumer Electronics,VividDisplay,QuantumPixel 8,SN-VIV-5653927,2025-06-27,494.53,Prime Retail Express,INV-2025-19746,2025-06-27,2027-06-17,24,450,270,0,2026-09-07,Motherboard failure,Unit previously opened and tampered with at non-authorized workshop (Corner Hardware & Mobile Repairs).,Tampering,1,1,1,1,1,0,1,2,1,0,Invalid Claim
CLM-00949,PRD-00949,Consumer Electronics,NovaSound,NovaPhone 12 Pro,SN-NOV-6938069,2026-03-27,1407.82,Electronics Hub Metro,INV-2026-79541,2026-03-27,2027-03-22,12,177,183,0,2026-09-06,Unresponsive touch panel,Unit previously opened and tampered with at non-authorized workshop (Downtown Third-Party Repair Stall).,Tampering,1,1,1,1,1,0,1,2,1,0,Invalid Claim
CLM-00233,PRD-00233,Industrial & Automotive Tools,ApexIndustrial,IronGrind 9-inch Industrial,SN-APE-9272543,2025-01-07,1163.04,National Appliance Depot,INV-2026-59197,2025-01-07,2026-12-28,24,621,99,0,2026-08-29,Hydraulic pressure seal failure,Reported genuine hardware failure: Hydraulic pressure seal failure under regular domestic usage.,Hardware Defect,1,1,1,1,1,0,1,0,0,0,Valid Claim
CLM-00479,PRD-00479,Industrial & Automotive Tools,ApexIndustrial,TitanDrill 20V HD,SN-APE-6485409,2025-05-01,324.65,Prime Retail Express,INV-2026-22626,2025-05-01,2027-04-21,24,507,213,0,2026-09-12,Gearbox seizure,Reported genuine hardware failure: Gearbox seizure under regular domestic usage.,Hardware Defect,1,1,1,1,0,0,1,0,0,0,Valid Claim
CLM-00140,PRD-00140,Industrial & Automotive Tools,TitanPower,MegaWash Pro 2500PSI,SN-TIT-5014486,2026-05-11,427.83,Official Brand Store,INV-2026-39579,2026-05-11,2029-04-25,36,132,948,1,2026-09-05,Gearbox seizure,Reported genuine hardware failure: Gearbox seizure under regular domestic usage.,Hardware Defect,1,1,1,1,0,0,1,0,0,0,Valid Claim
CLM-00333,PRD-00333,Home Appliances,FrostGuard,CleanCycle FrontLoad 8kg,SN-FRO-3097821,2025-07-11,1463.44,Official Brand Store,INV-2025-20494,2025-07-11,2028-06-25,36,436,644,1,2026-09-15,Compressor failure,Reported genuine hardware failure: Compressor failure under regular domestic usage.,Hardware Defect,1,1,1,1,1,0,1,0,0,0,Valid Claim
CLM-00828,PRD-00828,Industrial & Automotive Tools,TorqueMaster,IronGrind 9-inch Industrial,SN-TOR-5450761,2026-01-20,689.63,Industrial Supply Direct,INV-2024-75106,2026-01-20,2029-01-04,36,243,837,0,2026-09-16,"Normal consumable wear (brushes, chuck teeth)","Physical inspection reveals clear Normal consumable wear (brushes, chuck teeth) violating warranty coverage terms.",Customer Induced Damage,1,1,1,1,0,0,1,0,0,0,Invalid Claim
CLM-00269,PRD-00269,Home Appliances,CleanCycle,ThermaWash Eco,SN-CLE-7016291,2026-04-28,1277.17,Official Brand Store,INV-2026-27125,2026-04-28,2029-04-12,36,145,935,0,2026-09-05,Drum spin malfunction,Reported genuine hardware failure: Drum spin malfunction under regular domestic usage.,Hardware Defect,1,1,1,1,1,0,1,0,0,0,Valid Claim
CLM-00509,PRD-00509,Home Appliances,AeroBreeze,AeroBreeze DualCool 2.0T,SN-AER-6293931,2023-07-30,1477.99,Industrial Supply Direct,INV-2024-82833,2023-07-30,2026-07-14,36,1148,0,0,2026-09-11,Compressor failure,Failure: Compressor failure. Note: product warranty expired 68 days ago.,Hardware Wear,1,1,1,1,0,0,1,0,0,0,Invalid Claim
CLM-01170,PRD-01170,Home Appliances,CleanCycle,ThermaWash Eco,SN-CLE-1702514,2025-12-18,1183.07,TechMegaStore Downtown,INV-2026-71573,2025-12-18,2027-12-08,24,276,444,0,2026-09-12,Electronic PCB failure,Claim submitted without primary proof of purchase receipt. Customer submitted affidavit instead.,Incomplete Documentation,0,1,1,0,0,2,1,0,0,0,Manual Review
CLM-00513,PRD-00513,Consumer Electronics,QuantumCompute,ApexBook Pro 16,SN-QUA-9050632,2026-06-30,1243.33,National Appliance Depot,INV-2026-96246,2026-06-30,2027-06-25,12,82,278,0,2026-09-07,Unresponsive touch panel,Unit previously opened and tampered with at non-authorized workshop (Corner Hardware & Mobile Repairs).,Tampering,1,1,1,1,1,0,1,2,1,0,Invalid Claim
CLM-01328,PRD-01328,Home Appliances,KitchenPro,AeroBreeze DualCool 2.0T,SN-KIT-4101741,2024-09-25,1553.49,TechMegaStore Downtown,INV-2026-98208,2024-09-25,2026-09-15,24,725,0,0,2026-09-16,Motor burnout,Fault occurred near warranty expiration boundary. Customer requests grace period evaluation.,Borderline Lifecycle,1,1,1,1,0,0,1,1,0,0,Manual Review
CLM-01377,PRD-01377,Industrial & Automotive Tools,TorqueMaster,TorqueGrinder 1500W,SN-TOR-4372441,2022-11-15,792.66,Electronics Hub Metro,INV-2024-46927,2022-11-15,2026-10-25,48,1405,35,1,2022-11-09,Gearbox seizure,Discrepancy detected: Claimed fault occurrence date predates registered purchase date.,Date Inconsistency,1,1,1,1,0,0,1,0,0,1,Manual Review
CLM-01348,PRD-01348,Industrial & Automotive Tools,ApexIndustrial,TitanAir 50L Heavy Duty,SN-APE-1830765,2026-04-09,1219.36,Official Brand Store,INV-2026-87317,2026-04-09,2030-03-19,48,164,1276,1,2026-09-18,Armature burning,Claim submitted without primary proof of purchase receipt. Customer submitted affidavit instead.,Incomplete Documentation,0,1,1,0,0,2,1,0,0,0,Manual Review
CLM-01046,PRD-01046,Home Appliances,CleanCycle,FrostGuard Side-by-Side 600L,SN-CLE-7399181,2024-04-07,1465.0,Electronics Hub Metro,INV-2024-17017,2024-04-07,2028-03-17,48,896,544,1,2026-09-13,Compressor failure,Claim submitted without primary proof of purchase receipt. Customer submitted affidavit instead.,Incomplete Documentation,0,1,1,0,0,2,1,0,0,0,Manual Review
CLM-00401,PRD-00401,Home Appliances,CleanCycle,FrostGuard Side-by-Side 600L,SN-CLE-8738351,2025-07-02,1652.23,National Appliance Depot,INV-2025-89225,2025-07-02,2028-06-16,36,445,635,1,2026-08-27,Compressor failure,Reported genuine hardware failure: Compressor failure under regular domestic usage.,Hardware Defect,1,1,1,1,0,0,1,1,0,0,Valid Claim
CLM-00153,PRD-00153,Industrial & Automotive Tools,TitanPower,TitanAir 50L Heavy Duty,SN-TIT-6005700,2025-04-02,681.45,Official Brand Store,INV-2026-65591,2025-04-02,2029-03-12,48,536,904,1,2026-09-04,Gearbox seizure,Reported genuine hardware failure: Gearbox seizure under regular domestic usage.,Hardware Defect,1,1,1,1,1,0,1,0,0,0,Valid Claim
CLM-01141,PRD-01141,Home Appliances,FrostGuard,KitchenPro Convection 30L,SN-FRO-7803915,2026-04-08,1244.18,Official Brand Store,INV-2025-26802,2026-04-08,2029-03-23,36,165,915,1,2026-09-18,Motor burnout,Claim submitted without primary proof of purchase receipt. Customer submitted affidavit instead.,Incomplete Documentation,0,1,1,0,0,2,1,0,0,0,Manual Review
CLM-01091,PRD-01091,Consumer Electronics,NovaSound,ApexFit Chrono 3,SN-NOV-9732674,2026-01-07,352.59,TechMegaStore Downtown,INV-2026-16834,2026-01-07,2027-01-02,12,256,104,0,2026-09-16,Motherboard failure,Diagnostic report inconclusive regarding whether component failure was thermal surge or defect.,Ambiguous Diagnostic,1,1,1,1,1,0,1,1,0,0,Manual Review
CLM-00611,PRD-00611,Industrial & Automotive Tools,TorqueMaster,TitanPressure 3000PSI Commercial,SN-TOR-6570816,2023-06-23,350.63,Official Brand Store,INV-2025-97342,2023-06-23,2026-06-07,36,1185,0,0,2026-09-15,Trigger switch failure,Failure: Trigger switch failure. Note: product warranty expired 105 days ago.,Hardware Wear,1,1,1,1,0,0,1,2,0,0,Invalid Claim
CLM-00807,PRD-00807,Home Appliances,CleanCycle,KitchenPro Convection 30L,SN-CLE-1148825,2026-06-23,1045.3,National Appliance Depot,INV-2025-93590,2026-06-23,2028-06-12,24,89,631,0,2026-09-17,Thermostat failure,Device submitted does not match registered unit. Serial on invoice differs from backplate.,Serial Mismatch,1,0,1,1,0,1,0,0,0,0,Invalid Claim
CLM-01107,PRD-01107,Home Appliances,ThermaPure,ThermaAir Silent,SN-THE-9369723,2023-10-04,1855.42,Industrial Supply Direct,INV-2024-87554,2023-10-04,2026-09-18,36,1082,0,0,2026-09-18,Motor burnout,Fault occurred near warranty expiration boundary. Customer requests grace period evaluation.,Borderline Lifecycle,1,1,1,1,0,0,1,1,0,0,Manual Review
CLM-01113,PRD-01113,Consumer Electronics,ApexTech,ApexFit Chrono 3,SN-APE-5485058,2023-10-02,1563.75,Prime Retail Express,INV-2026-19395,2023-10-02,2026-09-16,36,1084,0,1,2026-09-17,Motherboard failure,Fault occurred near warranty expiration boundary. Customer requests grace period evaluation.,Borderline Lifecycle,1,1,1,1,0,0,1,1,0,0,Manual Review
CLM-00669,PRD-00669,Consumer Electronics,VividDisplay,NovaPhone 12 Lite,SN-VIV-2993004,2025-12-30,1167.52,Prime Retail Express,INV-2025-99356,2025-12-30,2026-12-25,12,264,96,0,2026-09-09,Bluetooth/Wi-Fi failure,Unit previously opened and tampered with at non-authorized workshop (Corner Hardware & Mobile Repairs).,Tampering,1,1,1,1,1,0,1,1,1,0,Invalid Claim
CLM-00918,PRD-00918,Consumer Electronics,NovaSound,VividTab 11 Max,SN-NOV-7647803,2025-10-31,2006.37,Electronics Hub Metro,INV-2026-96847,2025-10-31,2026-10-26,12,324,36,0,2026-09-10,Bluetooth/Wi-Fi failure,Unit previously opened and tampered with at non-authorized workshop (Corner Hardware & Mobile Repairs).,Tampering,1,1,1,1,1,0,1,3,1,0,Invalid Claim
CLM-01026,PRD-01026,Consumer Electronics,QuantumCompute,ApexBook Air 14,SN-QUA-5854015,2024-09-27,524.4,Prime Retail Express,INV-2025-38364,2024-09-27,2026-09-17,24,723,0,0,2026-09-18,Battery failure to charge,Fault occurred near warranty expiration boundary. Customer requests grace period evaluation.,Borderline Lifecycle,1,1,1,1,0,0,1,1,0,0,Manual Review
CLM-01498,PRD-01498,Industrial & Automotive Tools,IronForge,TorqueMaster Brushless 18V,SN-IRO-3479789,2026-05-12,793.32,Industrial Supply Direct,INV-2025-86703,2026-05-12,2029-04-26,36,131,949,1,2026-04-27,Trigger switch failure,Discrepancy detected: Claimed fault occurrence date predates registered purchase date.,Date Inconsistency,1,1,1,1,0,0,1,0,0,1,Manual Review
CLM-00706,PRD-00706,Home Appliances,KitchenPro,ThermaCold 320L,SN-KIT-1752869,2023-06-29,1200.98,Industrial Supply Direct,INV-2024-16297,2023-06-29,2026-06-13,36,1179,0,0,2026-09-15,Thermostat failure,Failure: Thermostat failure. Note: product warranty expired 99 days ago.,Hardware Wear,1,1,1,1,0,0,1,1,0,0,Invalid Claim
CLM-00094,PRD-00094,Consumer Electronics,ApexTech,ApexFit Chrono 3,SN-APE-8326807,2025-07-12,2141.31,Electronics Hub Metro,INV-2025-87184,2025-07-12,2028-06-26,36,435,645,1,2026-09-09,Bluetooth/Wi-Fi failure,Reported genuine hardware failure: Bluetooth/Wi-Fi failure under regular domestic usage.,Hardware Defect,1,1,1,1,0,0,1,0,0,0,Valid Claim
CLM-01087,PRD-01087,Consumer Electronics,QuantumCompute,NovaPad Pro 10,SN-QUA-5599335,2024-10-30,771.16,National Appliance Depot,INV-2024-59734,2024-10-30,2027-10-15,36,690,390,1,2026-09-17,Speaker malfunction,Claim submitted without primary proof of purchase receipt. Customer submitted affidavit instead.,Incomplete Documentation,0,1,1,0,0,2,1,0,0,0,Manual Review
CLM-01073,PRD-01073,Home Appliances,KitchenPro,FrostGuard Side-by-Side 600L,SN-KIT-1518651,2025-07-05,966.71,Prime Retail Express,INV-2024-29079,2025-07-05,2027-06-25,24,442,278,0,2025-06-22,Drum spin malfunction,Discrepancy detected: Claimed fault occurrence date predates registered purchase date.,Date Inconsistency,1,1,1,1,0,0,1,0,0,1,Manual Review
CLM-00895,PRD-00895,Home Appliances,KitchenPro,CleanCycle QuickWash 7kg,SN-KIT-5678825,2026-01-03,810.05,National Appliance Depot,INV-2026-23846,2026-01-03,2028-12-18,36,260,820,0,2026-09-12,Drum spin malfunction,Device submitted does not match registered unit. Serial on invoice differs from backplate.,Serial Mismatch,1,0,1,1,0,1,0,0,0,0,Invalid Claim
CLM-01441,PRD-01441,Industrial & Automotive Tools,MegaWrench,IronForge Impact 24V,SN-MEG-4279979,2023-10-18,381.71,National Appliance Depot,INV-2025-49589,2023-10-18,2027-09-27,48,1068,372,1,2023-09-28,Trigger switch failure,Discrepancy detected: Claimed fault occurrence date predates registered purchase date.,Date Inconsistency,1,1,1,1,0,0,1,0,0,1,Manual Review
CLM-01493,PRD-01493,Industrial & Automotive Tools,ApexIndustrial,TorqueGrinder 1500W,SN-APE-3863813,2022-10-06,794.2,National Appliance Depot,INV-2025-53069,2022-10-06,2026-09-15,48,1445,0,1,2026-09-19,Hydraulic pressure seal failure,Fault occurred near warranty expiration boundary. Customer requests grace period evaluation.,Borderline Lifecycle,1,1,1,1,0,0,1,1,0,0,Manual Review
CLM-00660,PRD-00660,Industrial & Automotive Tools,ApexIndustrial,TorqueMaster Brushless 18V,SN-APE-6246854,2024-07-30,1121.03,Official Brand Store,INV-2024-20052,2024-07-30,2026-07-20,24,782,0,0,2026-09-14,Armature burning,Failure: Armature burning. Note: product warranty expired 62 days ago.,Hardware Wear,1,1,1,1,0,0,1,2,0,0,Invalid Claim
CLM-00274,PRD-00274,Consumer Electronics,VividDisplay,NovaPhone 12 Lite,SN-VIV-8937865,2026-01-06,1847.31,National Appliance Depot,INV-2026-69314,2026-01-06,2027-12-27,24,257,463,1,2026-09-18,Battery failure to charge,Reported genuine hardware failure: Battery failure to charge under regular domestic usage.,Hardware Defect,1,1,1,1,0,0,1,1,0,0,Valid Claim
CLM-00142,PRD-00142,Industrial & Automotive Tools,TorqueMaster,TitanAir 50L Heavy Duty,SN-TOR-8010946,2025-01-06,1163.58,Electronics Hub Metro,INV-2024-62034,2025-01-06,2028-12-16,48,622,818,1,2026-09-17,Armature burning,Reported genuine hardware failure: Armature burning under regular domestic usage.,Hardware Defect,1,1,1,1,1,0,1,1,0,0,Valid Claim
CLM-00564,PRD-00564,Consumer Electronics,VividDisplay,QuantumBook Ultra 15,SN-VIV-4710242,2024-12-09,737.79,Industrial Supply Direct,INV-2025-14822,2024-12-09,2026-11-29,24,650,70,0,2026-09-15,Screen flickering,Device submitted does not match registered unit. Serial on invoice differs from backplate.,Serial Mismatch,1,0,1,1,0,1,0,0,0,0,Invalid Claim
CLM-00060,PRD-00060,Industrial & Automotive Tools,TorqueMaster,IronGrind 9-inch Industrial,SN-TOR-5480460,2024-11-14,780.6,National Appliance Depot,INV-2025-73532,2024-11-14,2027-10-30,36,675,405,1,2026-08-30,Hydraulic pressure seal failure,Reported genuine hardware failure: Hydraulic pressure seal failure under regular domestic usage.,Hardware Defect,1,1,1,1,0,0,1,0,0,0,Valid Claim
CLM-00098,PRD-00098,Industrial & Automotive Tools,MegaWrench,TorqueGrinder 1500W,SN-MEG-1688246,2025-03-26,666.19,Prime Retail Express,INV-2026-34672,2025-03-26,2028-03-10,36,543,537,0,2026-09-14,Armature burning,Reported genuine hardware failure: Armature burning under regular domestic usage.,Hardware Defect,1,1,1,1,0,0,1,0,0,0,Valid Claim
CLM-00055,PRD-00055,Home Appliances,FrostGuard,CleanCycle FrontLoad 8kg,SN-FRO-3783722,2026-04-16,1567.21,Prime Retail Express,INV-2026-84607,2026-04-16,2029-03-31,36,157,923,0,2026-09-04,Water pump leakage,Reported genuine hardware failure: Water pump leakage under regular domestic usage.,Hardware Defect,1,1,1,1,0,0,1,0,0,0,Valid Claim
CLM-00880,PRD-00880,Consumer Electronics,ApexTech,ApexFit Chrono 3,SN-APE-9156065,2025-12-17,1702.78,Official Brand Store,INV-2025-65372,2025-12-17,2026-12-12,12,277,83,0,2026-09-13,Bluetooth/Wi-Fi failure,Unit previously opened and tampered with at non-authorized workshop (Local QuickFix Electronics).,Tampering,1,1,1,1,1,0,1,3,1,0,Invalid Claim
CLM-00952,PRD-00952,Industrial & Automotive Tools,ApexIndustrial,TitanDrill 20V HD,SN-APE-3353898,2025-07-17,314.36,Electronics Hub Metro,INV-2024-61280,2025-07-17,2027-07-07,24,430,290,0,2026-09-15,Hydraulic pressure seal failure,Device submitted does not match registered unit. Serial on invoice differs from backplate.,Serial Mismatch,1,0,1,1,0,1,0,0,0,0,Invalid Claim
CLM-00453,PRD-00453,Home Appliances,AeroBreeze,ThermaWash Eco,SN-AER-9981123,2025-12-21,755.39,Electronics Hub Metro,INV-2026-97340,2025-12-21,2028-12-05,36,273,807,1,2026-09-15,Compressor failure,Reported genuine hardware failure: Compressor failure under regular domestic usage.,Hardware Defect,1,1,1,1,0,0,1,1,0,0,Valid Claim
CLM-00967,PRD-00967,Consumer Electronics,NovaSound,NovaPhone 12 Pro,SN-NOV-8387946,2026-07-21,1689.16,Electronics Hub Metro,INV-2024-11627,2026-07-21,2028-07-10,24,61,659,0,2026-09-03,Cosmetic casing cracks,Physical inspection reveals clear Cosmetic casing cracks violating warranty coverage terms.,Customer Induced Damage,1,1,1,1,0,0,1,0,0,0,Invalid Claim
CLM-00415,PRD-00415,Industrial & Automotive Tools,TorqueMaster,IronForge Impact 24V,SN-TOR-3535634,2026-02-17,907.03,National Appliance Depot,INV-2024-44242,2026-02-17,2028-02-07,24,215,505,0,2026-09-02,Armature burning,Reported genuine hardware failure: Armature burning under regular domestic usage.,Hardware Defect,1,1,1,1,0,0,1,0,0,0,Valid Claim
CLM-01304,PRD-01304,Industrial & Automotive Tools,TorqueMaster,TorqueGrinder 1500W,SN-TOR-8130118,2025-12-20,236.56,Official Brand Store,INV-2024-31577,2025-12-20,2028-12-04,36,274,806,1,2025-11-30,Gearbox seizure,Discrepancy detected: Claimed fault occurrence date predates registered purchase date.,Date Inconsistency,1,1,1,1,0,0,1,0,0,1,Manual Review
CLM-00721,PRD-00721,Industrial & Automotive Tools,TorqueMaster,MegaWash Pro 2500PSI,SN-TOR-8695022,2025-02-04,1222.89,Industrial Supply Direct,INV-2025-24890,2025-02-04,2028-01-20,36,593,487,0,2026-09-06,Armature burning,Unit previously opened and tampered with at non-authorized workshop (Corner Hardware & Mobile Repairs).,Tampering,1,1,1,1,1,0,1,1,1,0,Invalid Claim
CLM-00951,PRD-00951,Home Appliances,CleanCycle,KitchenPro Grill 25L,SN-CLE-8851806,2024-12-30,814.07,Official Brand Store,INV-2025-10046,2024-12-30,2026-12-20,24,629,91,0,2026-09-07,Thermostat failure,Unit previously opened and tampered with at non-authorized workshop (Downtown Third-Party Repair Stall).,Tampering,1,1,1,1,1,0,1,3,1,0,Invalid Claim
CLM-01085,PRD-01085,Home Appliances,AeroBreeze,KitchenPro Grill 25L,SN-AER-7450428,2024-02-29,1659.94,Industrial Supply Direct,INV-2024-80944,2024-02-29,2028-02-08,48,934,506,1,2026-09-06,Electronic PCB failure,Diagnostic report inconclusive regarding whether component failure was thermal surge or defect.,Ambiguous Diagnostic,1,1,1,1,1,0,1,2,0,0,Manual Review
CLM-00257,PRD-00257,Home Appliances,FrostGuard,CleanCycle QuickWash 7kg,SN-FRO-1079079,2026-05-23,1022.29,Electronics Hub Metro,INV-2024-85534,2026-05-23,2028-05-12,24,120,600,0,2026-09-14,Electronic PCB failure,Reported genuine hardware failure: Electronic PCB failure under regular domestic usage.,Hardware Defect,1,1,1,1,0,0,1,0,0,0,Valid Claim
